5563397	Eureka	40.802071	-124.163673
5558953	Arcata	40.86652	-124.08284
5559320	Bayside	40.84235	-124.063667
5567770	McKinleyville	40.946522	-124.100616
5720495	Coos Bay	43.366501	-124.217888
5386035	Rancho Palos Verdes	33.744461	-118.387016
5392528	San Pedro	33.735851	-118.29229
3988392	Rosarito	32.333328	-117.033333
5394086	Seal Beach	33.741409	-118.10479
5358705	Huntington Beach	33.660301	-117.999229
5350207	Fountain Valley	33.709179	-117.953667
5364275	Laguna Beach	33.542252	-117.783112
5376890	Newport Beach	33.618912	-117.928947
5339840	Costa Mesa	33.641129	-117.918671
5392900	Santa Ana	33.745571	-117.867828
5359777	Irvine	33.66946	-117.823112
5404119	Tustin	33.74585	-117.826172
5341483	Dana Point	33.466969	-117.698112
5364329	Laguna Niguel	33.52253	-117.70755
5323163	Aliso Viejo	33.565041	-117.727119
5391791	San Clemente	33.426971	-117.611992
5392229	San Juan Capistrano	33.50169	-117.662552
5364199	Ladera Ranch	33.570862	-117.635612
5364369	Laguna Woods	33.610298	-117.725327
5364306	Laguna Hills	33.5956	-117.70031
5364514	Lake Forest	33.646969	-117.689217
5373763	Mission Viejo	33.600021	-117.671997
5386082	Rancho Santa Margarita	33.640862	-117.603104
5339663	Coronado	32.68589	-117.18309
5359054	Imperial Beach	32.583939	-117.113083
5336899	Chula Vista	32.640049	-117.084198
5376200	National City	32.678108	-117.099197
5363943	La Jolla	32.847271	-117.2742
5346646	Encinitas	33.036991	-117.291977
5391811	San Diego	32.715328	-117.157257
3981609	Tijuana	32.533329	-117.01667
5365893	Lemon Grove	32.74255	-117.031418
5364059	La Presa	32.708111	-116.997253
5363990	La Mesa	32.76783	-117.023079
5398277	Spring Valley	32.74477	-116.998917
7261029	Casa de Oro-Mount Helix	32.763969	-116.968773
5386053	Rancho San Diego	32.747269	-116.935303
5345529	El Cajon	32.794769	-116.962532
5393429	Santee	32.838379	-116.973923
5330167	Bostonia	32.807549	-116.936417
5410129	Winter Gardens	32.831161	-116.933357
5364782	Lakeside	32.857269	-116.922249
5384690	Poway	32.962818	-117.035858
5385793	Ramona	33.04171	-116.86808
5378771	Oceanside	33.195869	-117.379478
5334223	Carlsbad	33.158089	-117.350594
5347578	Fallbrook	33.376419	-117.251152
5406602	Vista	33.200039	-117.242538
5392368	San Marcos	33.143372	-117.166138
5346827	Escondido	33.119209	-117.086418
5409260	Wildomar	33.598911	-117.280037
5364499	Lake Elsinore	33.668079	-117.327263
5375911	Murrieta	33.553909	-117.213921
5401395	Temecula	33.493641	-117.148361
5399901	Sun City	33.70919	-117.197258
5372205	Menifee	33.728352	-117.146423
5356277	Hemet	33.74752	-116.97197
5344942	East Hemet	33.740021	-116.938911
3996737	Maneadero	31.716669	-116.566673
4006702	Ensenada	31.866671	-116.616669
3982266	Tecate	32.566669	-116.633331
5386015	Rancho Mirage	33.739738	-116.412788
5380626	Palm Desert	33.72224	-116.374458
5364079	La Quinta	33.663361	-116.310013
5359446	Indio	33.720581	-116.215561
5338166	Coachella	33.680302	-116.173889
5332698	Calexico	32.678951	-115.498878
3996069	Mexicali	32.651939	-115.46833
5345609	El Centro	32.792	-115.563049
5330567	Brawley	32.978661	-115.530273
3984237	Santa Isabel	28.383329	-113.349998
3987224	San Felipe	31	-114.866669
3979505	Guadalupe Victoria	32.286942	-115.105003
3985604	San Luis Rio Colorado	32.463058	-114.776672
5312913	San Luis	32.487	-114.782181
5322053	Yuma	32.725319	-114.624397
5295143	Fortuna Foothills	32.657829	-114.411888
5329649	Blythe	33.610298	-114.596352
3991347	Puerto Penasco	31.316669	-113.533333
5287262	Buckeye	33.370319	-112.583778
5397018	Soledad	36.42469	-121.326317
5354172	Greenfield	36.320801	-121.243813
5380420	Pacifica	37.613831	-122.486923
5331920	Burlingame	37.584099	-122.366081
5373129	Millbrae	37.598549	-122.387192
5341430	Daly City	37.705769	-122.461922
5391749	San Bruno	37.630489	-122.411079
5397765	South San Francisco	37.654659	-122.407753
5391959	San Francisco	37.774929	-122.419418
5387428	Richmond	37.93576	-122.347748
5392508	San Pablo	37.962151	-122.345528
5404476	Ukiah	39.150169	-123.207779
